IM Race-Ethnicity no Unknown,Age at death 18_Age Categories for NordPred,IM Subsite,IM Histology with All,APCs 2000-2019,Age-Adjusted Rate/Trend
0,4,1,1,3,0
0,4,1,1,4,0
0,4,1,1,5,0.02
0,4,1,1,6,0
0,4,1,1,7,0
0,4,1,1,8,0
0,4,1,1,9,0
0,4,1,1,10,0
0,4,1,1,11,0.02
0,4,1,1,12,0.02
0,4,1,1,13,0.02
0,4,1,1,14,0.02
0,4,1,1,15,0.02
0,4,1,1,16,0.07
0,4,1,1,17,0.02
0,4,1,1,18,0
0,4,1,1,19,0
0,4,1,1,20,0
0,4,1,1,21,0.02
0,4,1,2,0,~
0,4,1,2,1,~
0,4,1,2,2,0
0,4,1,2,3,0
0,4,1,2,4,0
0,4,1,2,5,0
0,4,1,2,6,0
0,4,1,2,7,0
0,4,1,2,8,0
0,4,1,2,9,0
0,4,1,2,10,0
0,4,1,2,11,0
0,4,1,2,12,0
0,4,1,2,13,0
0,4,1,2,14,0
0,4,1,2,15,0
0,4,1,2,16,0
0,4,1,2,17,0
0,4,1,2,18,0
0,4,1,2,19,0
0,4,1,2,20,0
0,4,1,2,21,0
0,4,2,0,0,~
0,4,2,0,1,~
0,4,2,0,2,0
0,4,2,0,3,0
0,4,2,0,4,0.05
0,4,2,0,5,0.02
0,4,2,0,6,0
0,4,2,0,7,0
0,4,2,0,8,0
0,4,2,0,9,0.02
0,4,2,0,10,0.02
0,4,2,0,11,0.02
0,4,2,0,12,0
0,4,2,0,13,0
0,4,2,0,14,0
0,4,2,0,15,0
0,4,2,0,16,0
0,4,2,0,17,0
0,4,2,0,18,0.02
0,4,2,0,19,0.05
0,4,2,0,20,0.02
0,4,2,0,21,0
0,4,2,1,0,~
0,4,2,1,1,~
0,4,2,1,2,0
0,4,2,1,3,0
0,4,2,1,4,0.05
0,4,2,1,5,0.02
0,4,2,1,6,0
0,4,2,1,7,0
0,4,2,1,8,0
0,4,2,1,9,0.02
0,4,2,1,10,0.02
0,4,2,1,11,0.02
0,4,2,1,12,0
0,4,2,1,13,0
0,4,2,1,14,0
0,4,2,1,15,0
0,4,2,1,16,0
0,4,2,1,17,0
0,4,2,1,18,0.02
0,4,2,1,19,0.05
0,4,2,1,20,0.02
0,4,2,1,21,0
0,4,2,2,0,~
0,4,2,2,1,~
0,4,2,2,2,0
0,4,2,2,3,0
0,4,2,2,4,0
0,4,2,2,5,0
0,4,2,2,6,0
0,4,2,2,7,0
0,4,2,2,8,0
0,4,2,2,9,0
0,4,2,2,10,0
0,4,2,2,11,0
0,4,2,2,12,0
0,4,2,2,13,0
0,4,2,2,14,0
0,4,2,2,15,0
0,4,2,2,16,0
0,4,2,2,17,0
0,4,2,2,18,0
0,4,2,2,19,0
0,4,2,2,20,0
0,4,2,2,21,0
0,4,3,0,0,~
0,4,3,0,1,~
0,4,3,0,2,0
0,4,3,0,3,0.07
0,4,3,0,4,0
0,4,3,0,5,0.05
0,4,3,0,6,0
0,4,3,0,7,0.02
0,4,3,0,8,0
0,4,3,0,9,0
0,4,3,0,10,0.05
0,4,3,0,11,0
0,4,3,0,12,0.02
0,4,3,0,13,0
0,4,3,0,14,0.04
0,4,3,0,15,0.04
0,4,3,0,16,0.02
0,4,3,0,17,0.02
0,4,3,0,18,0
0,4,3,0,19,0.02
0,4,3,0,20,0
0,4,3,0,21,0.02
0,4,3,1,0,~
0,4,3,1,1,~
0,4,3,1,2,0
0,4,3,1,3,0.07
0,4,3,1,4,0
0,4,3,1,5,0.05
0,4,3,1,6,0
0,4,3,1,7,0.02
0,4,3,1,8,0
0,4,3,1,9,0
0,4,3,1,10,0.05
0,4,3,1,11,0
0,4,3,1,12,0.02
0,4,3,1,13,0
0,4,3,1,14,0.04
0,4,3,1,15,0
0,4,3,1,16,0.02
0,4,3,1,17,0.02
0,4,3,1,18,0
0,4,3,1,19,0.02
0,4,3,1,20,0
0,4,3,1,21,0.02
0,4,3,2,0,~
0,4,3,2,1,~
0,4,3,2,2,0
0,4,3,2,3,0
0,4,3,2,4,0
0,4,3,2,5,0
0,4,3,2,6,0
0,4,3,2,7,0
0,4,3,2,8,0
0,4,3,2,9,0
0,4,3,2,10,0
0,4,3,2,11,0
0,4,3,2,12,0
0,4,3,2,13,0
0,4,3,2,14,0
0,4,3,2,15,0
0,4,3,2,16,0
0,4,3,2,17,0
0,4,3,2,18,0
0,4,3,2,19,0
0,4,3,2,20,0
0,4,3,2,21,0
0,5,0,0,0,134.44
0,5,0,0,1,-0.52
0,5,0,0,2,0.05
0,5,0,0,3,0.12
0,5,0,0,4,0.1
0,5,0,0,5,0.02
0,5,0,0,6,0.15
0,5,0,0,7,0.02
0,5,0,0,8,0.12
0,5,0,0,9,0.19
0,5,0,0,10,0.07
0,5,0,0,11,0.07
0,5,0,0,12,0.07
0,5,0,0,13,0.07
0,5,0,0,14,0.04
0,5,0,0,15,0.11
0,5,0,0,16,0.09
0,5,0,0,17,0.09
0,5,0,0,18,0.04
0,5,0,0,19,0.11
0,5,0,0,20,0.11
0,5,0,0,21,0.11
0,5,0,1,0,87.55
0,5,0,1,1,~
0,5,0,1,2,0.05
0,5,0,1,3,0.1
0,5,0,1,4,0.07
0,5,0,1,5,0
0,5,0,1,6,0.15
0,5,0,1,7,0.02
0,5,0,1,8,0.12
0,5,0,1,9,0.19
0,5,0,1,10,0.07
0,5,0,1,11,0.07
0,5,0,1,12,0.07
0,5,0,1,13,0.07
0,5,0,1,14,0.04
0,5,0,1,15,0.11
0,5,0,1,16,0.07
0,5,0,1,17,0.09
0,5,0,1,18,0.04
0,5,0,1,19,0.09
0,5,0,1,20,0.11
0,5,0,1,21,0.09
0,5,0,2,0,~
0,5,0,2,1,~
0,5,0,2,2,0
0,5,0,2,3,0
0,5,0,2,4,0
0,5,0,2,5,0.02
0,5,0,2,6,0
0,5,0,2,7,0
0,5,0,2,8,0
0,5,0,2,9,0
0,5,0,2,10,0
0,5,0,2,11,0
0,5,0,2,12,0
0,5,0,2,13,0
0,5,0,2,14,0
0,5,0,2,15,0
0,5,0,2,16,0
0,5,0,2,17,0
0,5,0,2,18,0
0,5,0,2,19,0.02
0,5,0,2,20,0
0,5,0,2,21,0
0,5,1,0,0,~
0,5,1,0,1,~
0,5,1,0,2,0
0,5,1,0,3,0
0,5,1,0,4,0.02
0,5,1,0,5,0
0,5,1,0,6,0.02
0,5,1,0,7,0
0,5,1,0,8,0.02
0,5,1,0,9,0.07
0,5,1,0,10,0.05
0,5,1,0,11,0.02
0,5,1,0,12,0
0,5,1,0,13,0.02
0,5,1,0,14,0
0,5,1,0,15,0.02
0,5,1,0,16,0.04
0,5,1,0,17,0
0,5,1,0,18,0.02
0,5,1,0,19,0.02
0,5,1,0,20,0.07
0,5,1,0,21,0.07
0,5,1,1,0,~
0,5,1,1,1,~
0,5,1,1,2,0
0,5,1,1,3,0
0,5,1,1,4,0
0,5,1,1,5,0
0,5,1,1,6,0.02
0,5,1,1,7,0
0,5,1,1,8,0.02
0,5,1,1,9,0.07
0,5,1,1,10,0.05
0,5,1,1,11,0.02
0,5,1,1,12,0
0,5,1,1,13,0.02
0,5,1,1,14,0
0,5,1,1,15,0.02
0,5,1,1,16,0.04
0,5,1,1,17,0
0,5,1,1,18,0.02
0,5,1,1,19,0.02
0,5,1,1,20,0.07
0,5,1,1,21,0.07
0,5,1,2,0,~
0,5,1,2,1,~
0,5,1,2,2,0
0,5,1,2,3,0
0,5,1,2,4,0
0,5,1,2,5,0
0,5,1,2,6,0
0,5,1,2,7,0
0,5,1,2,8,0
0,5,1,2,9,0
0,5,1,2,10,0
0,5,1,2,11,0
0,5,1,2,12,0
0,5,1,2,13,0
0,5,1,2,14,0
0,5,1,2,15,0
0,5,1,2,16,0
0,5,1,2,17,0
0,5,1,2,18,0
0,5,1,2,19,0
0,5,1,2,20,0
0,5,1,2,21,0
0,5,2,0,0,87.55
0,5,2,0,1,~
0,5,2,0,2,0.02
0,5,2,0,3,0.02
0,5,2,0,4,0.05
0,5,2,0,5,0
0,5,2,0,6,0.07
0,5,2,0,7,0.02
0,5,2,0,8,0.02
0,5,2,0,9,0.07
0,5,2,0,10,0
0,5,2,0,11,0.02
0,5,2,0,12,0.02
0,5,2,0,13,0
0,5,2,0,14,0.02
0,5,2,0,15,0.07
0,5,2,0,16,0.02
0,5,2,0,17,0.02
0,5,2,0,18,0
0,5,2,0,19,0.04
0,5,2,0,20,0.04
0,5,2,0,21,0.04
0,5,2,1,0,-6.22
0,5,2,1,1,~
0,5,2,1,2,0.02
0,5,2,1,3,0.02
0,5,2,1,4,0.05
0,5,2,1,5,0
0,5,2,1,6,0.07
0,5,2,1,7,0.02
0,5,2,1,8,0.02
0,5,2,1,9,0.07
0,5,2,1,10,0
0,5,2,1,11,0.02
0,5,2,1,12,0.02
0,5,2,1,13,0
0,5,2,1,14,0.02
0,5,2,1,15,0.07
0,5,2,1,16,0.02
0,5,2,1,17,0.02
0,5,2,1,18,0
0,5,2,1,19,0.04
0,5,2,1,20,0.04
0,5,2,1,21,0.02
0,5,2,2,0,~
0,5,2,2,1,~
0,5,2,2,2,0
0,5,2,2,3,0
0,5,2,2,4,0
0,5,2,2,5,0
0,5,2,2,6,0
0,5,2,2,7,0
0,5,2,2,8,0
0,5,2,2,9,0
0,5,2,2,10,0
0,5,2,2,11,0
0,5,2,2,12,0
0,5,2,2,13,0
0,5,2,2,14,0
0,5,2,2,15,0
0,5,2,2,16,0
0,5,2,2,17,0
0,5,2,2,18,0
0,5,2,2,19,0
0,5,2,2,20,0
0,5,2,2,21,0
0,5,3,0,0,-100
0,5,3,0,1,~
0,5,3,0,2,0.02
0,5,3,0,3,0.1
0,5,3,0,4,0.02
0,5,3,0,5,0.02
0,5,3,0,6,0.05
0,5,3,0,7,0
0,5,3,0,8,0.07
0,5,3,0,9,0.05
0,5,3,0,10,0.02
0,5,3,0,11,0.02
0,5,3,0,12,0.05
0,5,3,0,13,0.04
0,5,3,0,14,0.02
0,5,3,0,15,0.02
0,5,3,0,16,0.02
0,5,3,0,17,0.07
0,5,3,0,18,0.02
0,5,3,0,19,0.04
0,5,3,0,20,0
0,5,3,0,21,0
0,5,3,1,0,-100
0,5,3,1,1,~
0,5,3,1,2,0.02
0,5,3,1,3,0.07
0,5,3,1,4,0.02
0,5,3,1,5,0
0,5,3,1,6,0.05
0,5,3,1,7,0
0,5,3,1,8,0.07
0,5,3,1,9,0.05
0,5,3,1,10,0.02
0,5,3,1,11,0.02
0,5,3,1,12,0.05
0,5,3,1,13,0.04
0,5,3,1,14,0.02
0,5,3,1,15,0.02
0,5,3,1,16,0
0,5,3,1,17,0.07
0,5,3,1,18,0.02
0,5,3,1,19,0.02
0,5,3,1,20,0
0,5,3,1,21,0
0,5,3,2,0,~
0,5,3,2,1,~
0,5,3,2,2,0
0,5,3,2,3,0
0,5,3,2,4,0
0,5,3,2,5,0.02
0,5,3,2,6,0
0,5,3,2,7,0
0,5,3,2,8,0
0,5,3,2,9,0
0,5,3,2,10,0
0,5,3,2,11,0
0,5,3,2,12,0
0,5,3,2,13,0
0,5,3,2,14,0
0,5,3,2,15,0
0,5,3,2,16,0
0,5,3,2,17,0
0,5,3,2,18,0
0,5,3,2,19,0.02
0,5,3,2,20,0
0,5,3,2,21,0
0,6,0,0,0,25.69
0,6,0,0,1,-2.03
0,6,0,0,2,0.12
0,6,0,0,3,0.23
0,6,0,0,4,0.27
0,6,0,0,5,0.35
0,6,0,0,6,0.18
0,6,0,0,7,0.14
0,6,0,0,8,0.22
0,6,0,0,9,0.25
0,6,0,0,10,0.08
0,6,0,0,11,0.27
0,6,0,0,12,0.19
0,6,0,0,13,0.12
0,6,0,0,14,0.12
0,6,0,0,15,0.21
0,6,0,0,16,0.2
0,6,0,0,17,0.22
0,6,0,0,18,0.11
0,6,0,0,19,0.18
0,6,0,0,20,0.18
0,6,0,0,21,0.16
0,6,0,1,0,7.73
0,6,0,1,1,-2.31
0,6,0,1,2,0.12
0,6,0,1,3,0.23
0,6,0,1,4,0.25
0,6,0,1,5,0.3
0,6,0,1,6,0.18
0,6,0,1,7,0.14
0,6,0,1,8,0.22
0,6,0,1,9,0.25
0,6,0,1,10,0.05
0,6,0,1,11,0.25
0,6,0,1,12,0.17
0,6,0,1,13,0.12
0,6,0,1,14,0.12
0,6,0,1,15,0.21
0,6,0,1,16,0.18
0,6,0,1,17,0.18
0,6,0,1,18,0.11
0,6,0,1,19,0.16
0,6,0,1,20,0.18
0,6,0,1,21,0.13
0,6,0,2,0,~
0,6,0,2,1,~
0,6,0,2,2,0
0,6,0,2,3,0
0,6,0,2,4,0
0,6,0,2,5,0
0,6,0,2,6,0
0,6,0,2,7,0
0,6,0,2,8,0
0,6,0,2,9,0
0,6,0,2,10,0.03
0,6,0,2,11,0
0,6,0,2,12,0
0,6,0,2,13,0
0,6,0,2,14,0
0,6,0,2,15,0
0,6,0,2,16,0.02
0,6,0,2,17,0
0,6,0,2,18,0
0,6,0,2,19,0
0,6,0,2,20,0
0,6,0,2,21,0.02
0,6,1,0,0,115.46
0,6,1,0,1,~
0,6,1,0,2,0.04
0,6,1,0,3,0.12
0,6,1,0,4,0.04
0,6,1,0,5,0.13
0,6,1,0,6,0.05
0,6,1,0,7,0.02
0,6,1,0,8,0.05
0,6,1,0,9,0.05
0,6,1,0,10,0.05
0,6,1,0,11,0.07
0,6,1,0,12,0.02
0,6,1,0,13,0.05
0,6,1,0,14,0.05
0,6,1,0,15,0.07
0,6,1,0,16,0.11
0,6,1,0,17,0.11
0,6,1,0,18,0
0,6,1,0,19,0
0,6,1,0,20,0.04
0,6,1,0,21,0.09
0,6,1,1,0,115.46
0,6,1,1,1,~
0,6,1,1,2,0.04
0,6,1,1,3,0.12
0,6,1,1,4,0.04
0,6,1,1,5,0.13
0,6,1,1,6,0.05
0,6,1,1,7,0.02
0,6,1,1,8,0.05
0,6,1,1,9,0.05
0,6,1,1,10,0.03
0,6,1,1,11,0.07
0,6,1,1,12,0.02
0,6,1,1,13,0.05
0,6,1,1,14,0.05
0,6,1,1,15,0.07
0,6,1,1,16,0.09
0,6,1,1,17,0.09
0,6,1,1,18,0
0,6,1,1,19,0
0,6,1,1,20,0.04
0,6,1,1,21,0.09
0,6,1,2,0,~
0,6,1,2,1,~
0,6,1,2,2,0
0,6,1,2,3,0
0,6,1,2,4,0
0,6,1,2,5,0
0,6,1,2,6,0
0,6,1,2,7,0
0,6,1,2,8,0
0,6,1,2,9,0
0,6,1,2,10,0.03
0,6,1,2,11,0
0,6,1,2,12,0
0,6,1,2,13,0
0,6,1,2,14,0
0,6,1,2,15,0
0,6,1,2,16,0.02
0,6,1,2,17,0
0,6,1,2,18,0
0,6,1,2,19,0
0,6,1,2,20,0
0,6,1,2,21,0
0,6,2,0,0,-64.09
0,6,2,0,1,~
0,6,2,0,2,0.06
0,6,2,0,3,0
0,6,2,0,4,0.13
0,6,2,0,5,0.11
0,6,2,0,6,0.09
0,6,2,0,7,0.05
0,6,2,0,8,0.12
0,6,2,0,9,0.13
0,6,2,0,10,0
0,6,2,0,11,0.07
0,6,2,0,12,0.07
0,6,2,0,13,0.02
0,6,2,0,14,0.05
0,6,2,0,15,0.02
0,6,2,0,16,0.05
0,6,2,0,17,0.04
0,6,2,0,18,0.02
0,6,2,0,19,0.11
0,6,2,0,20,0.09
0,6,2,0,21,0.02
0,6,2,1,0,-64.09
0,6,2,1,1,~
0,6,2,1,2,0.06
0,6,2,1,3,0
0,6,2,1,4,0.13
0,6,2,1,5,0.07
0,6,2,1,6,0.09
0,6,2,1,7,0.05
0,6,2,1,8,0.12
0,6,2,1,9,0.13
0,6,2,1,10,0
0,6,2,1,11,0.07
0,6,2,1,12,0.07
0,6,2,1,13,0.02
0,6,2,1,14,0.05
0,6,2,1,15,0.02
0,6,2,1,16,0.05
0,6,2,1,17,0.04
0,6,2,1,18,0.02
0,6,2,1,19,0.11
0,6,2,1,20,0.09
0,6,2,1,21,0.02
0,6,2,2,0,~
0,6,2,2,1,~
0,6,2,2,2,0
0,6,2,2,3,0
0,6,2,2,4,0
0,6,2,2,5,0
0,6,2,2,6,0
0,6,2,2,7,0
0,6,2,2,8,0
0,6,2,2,9,0
0,6,2,2,10,0
0,6,2,2,11,0
0,6,2,2,12,0
0,6,2,2,13,0
0,6,2,2,14,0
0,6,2,2,15,0
0,6,2,2,16,0
0,6,2,2,17,0
0,6,2,2,18,0
0,6,2,2,19,0
0,6,2,2,20,0
0,6,2,2,21,0
0,6,3,0,0,115.46
0,6,3,0,1,-1.79
0,6,3,0,2,0.02
0,6,3,0,3,0.1
0,6,3,0,4,0.11
0,6,3,0,5,0.11
0,6,3,0,6,0.05
0,6,3,0,7,0.07
0,6,3,0,8,0.05
0,6,3,0,9,0.08
0,6,3,0,10,0.03
0,6,3,0,11,0.12
0,6,3,0,12,0.1
0,6,3,0,13,0.05
0,6,3,0,14,0.02
0,6,3,0,15,0.11
0,6,3,0,16,0.05
0,6,3,0,17,0.07
0,6,3,0,18,0.09
0,6,3,0,19,0.07
0,6,3,0,20,0.04
0,6,3,0,21,0.04
0,6,3,1,0,7.73
0,6,3,1,1,-2.37
0,6,3,1,2,0.02
0,6,3,1,3,0.1
0,6,3,1,4,0.08
0,6,3,1,5,0.11
0,6,3,1,6,0.05
0,6,3,1,7,0.07
0,6,3,1,8,0.05
0,6,3,1,9,0.08
0,6,3,1,10,0.03
0,6,3,1,11,0.1
0,6,3,1,12,0.07
0,6,3,1,13,0.05
0,6,3,1,14,0.02
0,6,3,1,15,0.11
0,6,3,1,16,0.05
0,6,3,1,17,0.04
0,6,3,1,18,0.09
0,6,3,1,19,0.04
0,6,3,1,20,0.04
0,6,3,1,21,0.02
0,6,3,2,0,~
0,6,3,2,1,~
0,6,3,2,2,0
0,6,3,2,3,0
0,6,3,2,4,0
0,6,3,2,5,0
0,6,3,2,6,0
0,6,3,2,7,0
0,6,3,2,8,0
0,6,3,2,9,0
0,6,3,2,10,0
0,6,3,2,11,0
0,6,3,2,12,0
0,6,3,2,13,0
0,6,3,2,14,0
0,6,3,2,15,0
0,6,3,2,16,0
0,6,3,2,17,0
0,6,3,2,18,0
0,6,3,2,19,0
0,6,3,2,20,0
0,6,3,2,21,0.02
0,7,0,0,0,61.39
0,7,0,0,1,0.86
0,7,0,0,2,0.21
0,7,0,0,3,0.22
0,7,0,0,4,0.32
0,7,0,0,5,0.46
0,7,0,0,6,0.51
0,7,0,0,7,0.54
0,7,0,0,8,0.36
0,7,0,0,9,0.56
0,7,0,0,10,0.35
0,7,0,0,11,0.5
0,7,0,0,12,0.48
0,7,0,0,13,0.54
0,7,0,0,14,0.25
0,7,0,0,15,0.27
0,7,0,0,16,0.27
0,7,0,0,17,0.29
0,7,0,0,18,0.38
0,7,0,0,19,0.47
0,7,0,0,20,0.62
0,7,0,0,21,0.34
0,7,0,1,0,76.07
0,7,0,1,1,1
0,7,0,1,2,0.19
0,7,0,1,3,0.18
0,7,0,1,4,0.32
0,7,0,1,5,0.44
0,7,0,1,6,0.43
0,7,0,1,7,0.46
0,7,0,1,8,0.34
0,7,0,1,9,0.52
0,7,0,1,10,0.31
0,7,0,1,11,0.46
0,7,0,1,12,0.48
0,7,0,1,13,0.52
0,7,0,1,14,0.2
0,7,0,1,15,0.25
0,7,0,1,16,0.25
0,7,0,1,17,0.29
0,7,0,1,18,0.36
0,7,0,1,19,0.42
0,7,0,1,20,0.55
0,7,0,1,21,0.34
0,7,0,2,0,~
0,7,0,2,1,~
0,7,0,2,2,0
0,7,0,2,3,0.02
0,7,0,2,4,0
0,7,0,2,5,0.02
0,7,0,2,6,0.02
0,7,0,2,7,0
0,7,0,2,8,0
0,7,0,2,9,0.02
0,7,0,2,10,0
0,7,0,2,11,0
0,7,0,2,12,0
0,7,0,2,13,0
0,7,0,2,14,0.03
0,7,0,2,15,0
0,7,0,2,16,0.02
0,7,0,2,17,0
0,7,0,2,18,0
0,7,0,2,19,0.02
0,7,0,2,20,0
0,7,0,2,21,0
0,7,1,0,0,72.15
0,7,1,0,1,-0.36
0,7,1,0,2,0.05
0,7,1,0,3,0.04
0,7,1,0,4,0.13
0,7,1,0,5,0.12
0,7,1,0,6,0.21
0,7,1,0,7,0.17
0,7,1,0,8,0.08
0,7,1,0,9,0.21
0,7,1,0,10,0.15
0,7,1,0,11,0.09
0,7,1,0,12,0.12
0,7,1,0,13,0.15
0,7,1,0,14,0.03
0,7,1,0,15,0.1
0,7,1,0,16,0.07
0,7,1,0,17,0.07
0,7,1,0,18,0.09
0,7,1,0,19,0.14
0,7,1,0,20,0.18
0,7,1,0,21,0.09
0,7,1,1,0,72.15
0,7,1,1,1,0.02
0,7,1,1,2,0.05
0,7,1,1,3,0.02
0,7,1,1,4,0.13
0,7,1,1,5,0.12
0,7,1,1,6,0.16
0,7,1,1,7,0.17
0,7,1,1,8,0.06
0,7,1,1,9,0.21
0,7,1,1,10,0.13
0,7,1,1,11,0.07
0,7,1,1,12,0.12
0,7,1,1,13,0.15
0,7,1,1,14,0.03
0,7,1,1,15,0.1
0,7,1,1,16,0.07
0,7,1,1,17,0.07
0,7,1,1,18,0.09
0,7,1,1,19,0.14
0,7,1,1,20,0.18
0,7,1,1,21,0.09
0,7,1,2,0,~
0,7,1,2,1,~
0,7,1,2,2,0
0,7,1,2,3,0
0,7,1,2,4,0
0,7,1,2,5,0
0,7,1,2,6,0.02
0,7,1,2,7,0
0,7,1,2,8,0
0,7,1,2,9,0
0,7,1,2,10,0
0,7,1,2,11,0
0,7,1,2,12,0
0,7,1,2,13,0
0,7,1,2,14,0
0,7,1,2,15,0
0,7,1,2,16,0
0,7,1,2,17,0
0,7,1,2,18,0
0,7,1,2,19,0
0,7,1,2,20,0
0,7,1,2,21,0
0,7,2,0,0,61.39
0,7,2,0,1,1.09
0,7,2,0,2,0.07
0,7,2,0,3,0.07
0,7,2,0,4,0.06
0,7,2,0,5,0.2
0,7,2,0,6,0.12
0,7,2,0,7,0.17
0,7,2,0,8,0.17
0,7,2,0,9,0.15
0,7,2,0,10,0.13
0,7,2,0,11,0.23
0,7,2,0,12,0.26
0,7,2,0,13,0.2
0,7,2,0,14,0.1
0,7,2,0,15,0.12
0,7,2,0,16,0.1
0,7,2,0,17,0.12
0,7,2,0,18,0.14
0,7,2,0,19,0.12
0,7,2,0,20,0.21
0,7,2,0,21,0.11
0,7,2,1,0,61.39
0,7,2,1,1,0.85
0,7,2,1,2,0.07
0,7,2,1,3,0.06
0,7,2,1,4,0.06
0,7,2,1,5,0.2
0,7,2,1,6,0.12
0,7,2,1,7,0.13
0,7,2,1,8,0.17
0,7,2,1,9,0.13
0,7,2,1,10,0.13
0,7,2,1,11,0.23
0,7,2,1,12,0.26
0,7,2,1,13,0.2
0,7,2,1,14,0.08
0,7,2,1,15,0.12
0,7,2,1,16,0.07
0,7,2,1,17,0.12
0,7,2,1,18,0.14
0,7,2,1,19,0.12
0,7,2,1,20,0.16
0,7,2,1,21,0.11
0,7,2,2,0,~
0,7,2,2,1,~
0,7,2,2,2,0
0,7,2,2,3,0.02
0,7,2,2,4,0
0,7,2,2,5,0
0,7,2,2,6,0
0,7,2,2,7,0
0,7,2,2,8,0
0,7,2,2,9,0.02
0,7,2,2,10,0
0,7,2,2,11,0
0,7,2,2,12,0
0,7,2,2,13,0
0,7,2,2,14,0.03
0,7,2,2,15,0
0,7,2,2,16,0.02
0,7,2,2,17,0
0,7,2,2,18,0
0,7,2,2,19,0
0,7,2,2,20,0
0,7,2,2,21,0
0,7,3,0,0,54.94
0,7,3,0,1,1.25
0,7,3,0,2,0.09
0,7,3,0,3,0.11
0,7,3,0,4,0.13
0,7,3,0,5,0.14
0,7,3,0,6,0.19
0,7,3,0,7,0.21
0,7,3,0,8,0.11
0,7,3,0,9,0.19
0,7,3,0,10,0.07
0,7,3,0,11,0.18
0,7,3,0,12,0.1
0,7,3,0,13,0.2
0,7,3,0,14,0.13
0,7,3,0,15,0.05
0,7,3,0,16,0.1
0,7,3,0,17,0.1
0,7,3,0,18,0.14
0,7,3,0,19,0.21
0,7,3,0,20,0.23
0,7,3,0,21,0.14
0,7,3,1,0,93.67
0,7,3,1,1,1.3
0,7,3,1,2,0.07
0,7,3,1,3,0.11
0,7,3,1,4,0.13
0,7,3,1,5,0.12
0,7,3,1,6,0.14
0,7,3,1,7,0.17
0,7,3,1,8,0.11
0,7,3,1,9,0.17
0,7,3,1,10,0.04
0,7,3,1,11,0.16
0,7,3,1,12,0.1
0,7,3,1,13,0.17
0,7,3,1,14,0.1
0,7,3,1,15,0.02
0,7,3,1,16,0.1
0,7,3,1,17,0.1
0,7,3,1,18,0.12
0,7,3,1,19,0.16
0,7,3,1,20,0.21
0,7,3,1,21,0.14
0,7,3,2,0,~
0,7,3,2,1,~
0,7,3,2,2,0
0,7,3,2,3,0
0,7,3,2,4,0
0,7,3,2,5,0.02
0,7,3,2,6,0
0,7,3,2,7,0
0,7,3,2,8,0
0,7,3,2,9,0
0,7,3,2,10,0
0,7,3,2,11,0
0,7,3,2,12,0
0,7,3,2,13,0
0,7,3,2,14,0
0,7,3,2,15,0
0,7,3,2,16,0
0,7,3,2,17,0
0,7,3,2,18,0
0,7,3,2,19,0.02
0,7,3,2,20,0
0,7,3,2,21,0
0,8,0,0,0,69.5
0,8,0,0,1,0.09
0,8,0,0,2,0.05
0,8,0,0,3,0.08
0,8,0,0,4,0.1
0,8,0,0,5,0.13
0,8,0,0,6,0.11
0,8,0,0,7,0.1
0,8,0,0,8,0.09
0,8,0,0,9,0.13
0,8,0,0,10,0.08
0,8,0,0,11,0.12
0,8,0,0,12,0.1
0,8,0,0,13,0.11
0,8,0,0,14,0.06
0,8,0,0,15,0.09
0,8,0,0,16,0.08
0,8,0,0,17,0.09
0,8,0,0,18,0.08
0,8,0,0,19,0.11
0,8,0,0,20,0.13
0,8,0,0,21,0.09
0,8,0,1,0,67.43
0,8,0,1,1,0.11
0,8,0,1,2,0.05
0,8,0,1,3,0.08
0,8,0,1,4,0.09
0,8,0,1,5,0.12
0,8,0,1,6,0.1
0,8,0,1,7,0.09
0,8,0,1,8,0.09
0,8,0,1,9,0.13
0,8,0,1,10,0.07
0,8,0,1,11,0.11
0,8,0,1,12,0.1
0,8,0,1,13,0.1
0,8,0,1,14,0.06
0,8,0,1,15,0.08
0,8,0,1,16,0.08
0,8,0,1,17,0.09
0,8,0,1,18,0.07
0,8,0,1,19,0.1
0,8,0,1,20,0.12
0,8,0,1,21,0.08
0,8,0,2,0,~
0,8,0,2,1,~
0,8,0,2,2,0
0,8,0,2,3,0
0,8,0,2,4,0
0,8,0,2,5,0.01
0,8,0,2,6,0
0,8,0,2,7,0
0,8,0,2,8,0
0,8,0,2,9,0
0,8,0,2,10,0
0,8,0,2,11,0
0,8,0,2,12,0
0,8,0,2,13,0
0,8,0,2,14,0
0,8,0,2,15,0
0,8,0,2,16,0.01
0,8,0,2,17,0
0,8,0,2,18,0
0,8,0,2,19,0.01
0,8,0,2,20,0
0,8,0,2,21,0
0,8,1,0,0,171.27
0,8,1,0,1,0.66
0,8,1,0,2,0.01
0,8,1,0,3,0.02
0,8,1,0,4,0.03
0,8,1,0,5,0.04
0,8,1,0,6,0.04
0,8,1,0,7,0.03
0,8,1,0,8,0.02
0,8,1,0,9,0.04
0,8,1,0,10,0.03
0,8,1,0,11,0.03
0,8,1,0,12,0.02
0,8,1,0,13,0.03
0,8,1,0,14,0.01
0,8,1,0,15,0.03
0,8,1,0,16,0.04
0,8,1,0,17,0.03
0,8,1,0,18,0.02
0,8,1,0,19,0.02
0,8,1,0,20,0.04
0,8,1,0,21,0.03
0,8,1,1,0,171.27
0,8,1,1,1,1.04
0,8,1,1,2,0.01
